SUPER_16/2595000-2615000	SUPER_11	78.082	438	65	16	16550	16962	12513068	12512637	8.02e-63	248
SUPER_16/2595000-2615000	SUPER_11	79.666	359	50	11	16611	16950	12925968	12925614	1.74e-59	237
SUPER_16/2595000-2615000	SUPER_11	80.528	303	50	8	15364	15662	4717477	4717774	1.35e-55	224
SUPER_16/2595000-2615000	SUPER_11	83.128	243	24	10	16633	16865	12700522	12700757	4.90e-50	206
SUPER_16/2595000-2615000	SUPER_11	80.137	292	36	14	5835	6122	10904474	10904747	8.20e-48	198
SUPER_16/2595000-2615000	SUPER_11	77.705	305	62	5	6582	6883	293608	293307	8.25e-43	182
SUPER_16/2595000-2615000	SUPER_11	86.301	73	8	2	4119	4190	295453	295382	1.11e-11	78.7
SUPER_16/2595000-2615000	SUPER_13	80.042	476	64	25	5740	6210	5856692	5856243	1.30e-85	324
SUPER_16/2595000-2615000	SUPER_13	81.313	396	63	7	16611	16997	2392008	2391615	1.01e-81	311
SUPER_16/2595000-2615000	SUPER_13	80.980	347	46	14	5776	6118	1558310	1558640	1.33e-65	257
SUPER_16/2595000-2615000	SUPER_13	77.726	431	74	14	16578	16994	5802989	5803411	1.04e-61	244
SUPER_16/2595000-2615000	SUPER_13	80.968	310	34	16	5776	6076	7023748	7023455	4.86e-55	222
SUPER_16/2595000-2615000	SUPER_15	80.310	452	65	19	15359	15793	12258526	12258970	1.68e-84	320
SUPER_16/2595000-2615000	SUPER_15	79.605	456	73	11	16546	16990	4118837	4119283	3.63e-81	309
SUPER_16/2595000-2615000	SUPER_15	78.252	515	79	18	5775	6287	4095566	4096049	2.18e-78	300
SUPER_16/2595000-2615000	SUPER_15	76.880	532	90	18	16487	16994	12902915	12902393	1.71e-69	270
SUPER_16/2595000-2615000	SUPER_15	77.546	432	62	24	15389	15793	13029818	13030241	1.05e-56	228
SUPER_16/2595000-2615000	SUPER_15	79.938	324	44	13	16633	16939	13057382	13057063	6.29e-54	219
SUPER_16/2595000-2615000	SUPER_15	78.151	357	60	8	16623	16964	13924387	13924740	1.05e-51	211
SUPER_16/2595000-2615000	SUPER_15	78.049	369	53	21	5799	6165	12558478	12558820	1.36e-50	207
SUPER_16/2595000-2615000	SUPER_15	79.928	279	41	11	16637	16903	2996349	2996624	1.37e-45	191
SUPER_16/2595000-2615000	SUPER_15	81.553	206	24	7	16634	16829	3903783	3903984	1.39e-35	158
SUPER_16/2595000-2615000	SUPER_15	82.292	192	21	8	5904	6093	3947584	3947764	1.80e-34	154
SUPER_16/2595000-2615000	SUPER_9	80.088	452	63	17	5801	6249	10381030	10381457	1.01e-81	311
SUPER_16/2595000-2615000	SUPER_9	79.949	394	64	10	16612	16991	10045146	10045538	3.68e-71	276
SUPER_16/2595000-2615000	SUPER_9	83.813	278	33	10	5890	6165	2884055	2884322	1.72e-64	254
SUPER_16/2595000-2615000	SUPER_9	76.181	487	100	13	16485	16962	10694034	10694513	3.73e-61	243
SUPER_16/2595000-2615000	SUPER_9	80.503	318	47	10	16663	16969	2346027	2345714	2.91e-57	230
SUPER_16/2595000-2615000	SUPER_9	81.724	290	39	9	5831	6118	11477849	11478126	2.91e-57	230
SUPER_16/2595000-2615000	SUPER_9	81.164	292	41	11	16638	16923	2759671	2759388	4.86e-55	222
SUPER_16/2595000-2615000	SUPER_9	77.374	358	57	16	15467	15815	2268653	2268311	1.37e-45	191
SUPER_16/2595000-2615000	SUPER_9	82.353	221	22	12	16607	16815	1390689	1390474	3.84e-41	176
SUPER_16/2595000-2615000	SUPER_9	76.106	339	63	17	16626	16962	12415523	12415201	1.08e-36	161
SUPER_16/2595000-2615000	SUPER_9	81.683	202	22	9	16627	16819	11520981	11521176	1.80e-34	154
SUPER_16/2595000-2615000	SUPER_9	75.758	330	54	15	16611	16937	1860097	1860403	3.89e-31	143
SUPER_16/2595000-2615000	SUPER_9	80.769	182	23	8	16693	16864	651809	651630	8.43e-28	132
SUPER_16/2595000-2615000	SUPER_9	82.581	155	15	8	16685	16829	652133	651981	3.92e-26	126
SUPER_16/2595000-2615000	SUPER_9	82.313	147	14	8	16693	16829	651967	651823	2.36e-23	117
SUPER_16/2595000-2615000	SUPER_4	77.895	570	78	33	5741	6296	10973874	10973339	1.01e-81	311
SUPER_16/2595000-2615000	SUPER_4	79.666	359	47	14	16508	16843	11435799	11435444	6.25e-59	235
SUPER_16/2595000-2615000	SUPER_4	76.891	476	67	21	5812	6284	12429988	12430423	2.91e-57	230
SUPER_16/2595000-2615000	SUPER_4	77.814	311	55	9	16606	16905	10971874	10972181	2.97e-42	180
SUPER_16/2595000-2615000	SUPER_4	73.672	433	82	23	5773	6197	2534775	2534367	5.04e-30	139
SUPER_16/2595000-2615000	SUPER_3	79.638	442	70	16	5801	6239	3690045	3690469	2.18e-78	300
SUPER_16/2595000-2615000	SUPER_3	76.842	475	79	21	5801	6263	2161152	2160697	4.83e-60	239
SUPER_16/2595000-2615000	SUPER_3	76.957	460	78	20	15353	15802	6716244	6715803	1.74e-59	237
SUPER_16/2595000-2615000	SUPER_3	77.202	386	50	18	16526	16884	6716260	6715886	1.37e-45	191
SUPER_16/2595000-2615000	SUPER_3	80.321	249	39	8	5775	6022	1083404	1083165	2.97e-42	180
SUPER_16/2595000-2615000	SUPER_3	77.429	319	53	14	16662	16963	732256	731940	4.97e-40	172
SUPER_16/2595000-2615000	SUPER_3	79.151	259	43	8	15415	15665	1210973	1211228	6.43e-39	169
SUPER_16/2595000-2615000	SUPER_3	84.459	148	18	5	5801	5946	7624147	7624291	1.40e-30	141
SUPER_16/2595000-2615000	SUPER_6	79.193	471	65	19	16544	16995	13855226	13854770	2.83e-77	296
SUPER_16/2595000-2615000	SUPER_6	77.490	502	86	15	16504	16994	14832363	14831878	3.68e-71	276
SUPER_16/2595000-2615000	SUPER_6	79.518	415	55	16	5798	6200	3440121	3440517	6.16e-69	268
SUPER_16/2595000-2615000	SUPER_6	78.091	461	73	21	5775	6233	2953872	2953438	2.22e-68	267
SUPER_16/2595000-2615000	SUPER_6	79.500	400	56	14	5767	6164	15129025	15129400	1.03e-66	261
SUPER_16/2595000-2615000	SUPER_6	81.381	333	50	8	16608	16939	15645374	15645695	1.03e-66	261
SUPER_16/2595000-2615000	SUPER_6	80.226	354	51	14	5747	6095	16609501	16609162	8.02e-63	248
SUPER_16/2595000-2615000	SUPER_6	78.537	410	52	17	16548	16937	13745977	13746370	1.74e-59	237
SUPER_16/2595000-2615000	SUPER_6	77.317	410	70	21	15391	15793	12025803	12025410	1.75e-54	220
SUPER_16/2595000-2615000	SUPER_6	78.237	363	61	12	16609	16958	13108564	13108921	2.26e-53	217
SUPER_16/2595000-2615000	SUPER_6	81.481	270	39	10	5831	6097	772463	772724	1.05e-51	211
SUPER_16/2595000-2615000	SUPER_6	77.184	412	60	22	15389	15794	15451816	15452199	3.79e-51	209
SUPER_16/2595000-2615000	SUPER_6	78.209	335	60	10	5951	6283	4524930	4524607	6.34e-49	202
SUPER_16/2595000-2615000	SUPER_6	76.826	397	67	19	16609	16995	1145140	1145521	2.28e-48	200
SUPER_16/2595000-2615000	SUPER_6	80.755	265	38	10	16608	16861	15642051	15642313	1.06e-46	195
SUPER_16/2595000-2615000	SUPER_6	75.405	309	48	17	16611	16909	1260206	1260496	1.41e-25	124
SUPER_16/2595000-2615000	SUPER_6	84.946	93	11	3	16760	16849	15741020	15740928	1.43e-15	91.6
SUPER_16/2595000-2615000	SUPER_12	78.400	500	74	19	16494	16969	244369	243880	1.02e-76	294
SUPER_16/2595000-2615000	SUPER_12	79.800	401	58	15	5801	6196	8526561	8526179	1.71e-69	270
SUPER_16/2595000-2615000	SUPER_12	80.342	351	48	12	5815	6164	10958862	10958532	2.89e-62	246
SUPER_16/2595000-2615000	SUPER_12	76.321	473	73	23	16487	16937	340279	340734	2.26e-53	217
SUPER_16/2595000-2615000	SUPER_12	81.387	274	44	7	16661	16929	10574355	10574626	2.26e-53	217
SUPER_16/2595000-2615000	SUPER_12	76.984	378	65	16	5799	6172	2521353	2521712	2.95e-47	196
SUPER_16/2595000-2615000	SUPER_12	78.056	319	35	12	5802	6112	2868345	2868054	6.43e-39	169
SUPER_16/2595000-2615000	SUPER_12	81.771	192	29	3	15432	15617	2113719	2113910	5.00e-35	156
SUPER_16/2595000-2615000	SUPER_12	83.607	122	8	8	16711	16823	2339134	2339016	1.84e-19	104
SUPER_16/2595000-2615000	SUPER_12	89.412	85	6	3	16754	16837	8127215	8127133	1.84e-19	104
SUPER_16/2595000-2615000	SUPER_7	80.101	397	62	12	16610	16995	1891214	1890824	2.85e-72	279
SUPER_16/2595000-2615000	SUPER_7	78.320	369	55	14	16610	16966	10071218	10070863	8.14e-53	215
SUPER_16/2595000-2615000	SUPER_7	79.514	288	47	7	16620	16897	3720340	3720625	1.06e-46	195
SUPER_16/2595000-2615000	SUPER_7	81.778	225	34	6	15454	15676	1128946	1128727	8.25e-43	182
SUPER_16/2595000-2615000	SUPER_7	77.313	335	36	16	16634	16937	2279707	2279382	1.08e-36	161
SUPER_16/2595000-2615000	SUPER_7	83.429	175	18	7	16633	16800	10372391	10372561	6.47e-34	152
SUPER_16/2595000-2615000	SUPER_7	80.093	216	20	11	16633	16839	1174402	1174201	5.04e-30	139
SUPER_16/2595000-2615000	SUPER_1	78.634	454	63	23	5746	6196	8612385	8611963	1.71e-69	270
SUPER_16/2595000-2615000	SUPER_1	80.168	358	53	10	16606	16950	7440071	7440423	6.20e-64	252
SUPER_16/2595000-2615000	SUPER_1	81.229	293	42	6	16645	16926	3218012	3217722	1.35e-55	224
SUPER_16/2595000-2615000	SUPER_1	78.551	345	47	17	5766	6102	6981632	6981307	6.34e-49	202
SUPER_16/2595000-2615000	SUPER_1	82.533	229	26	12	5953	6177	8035570	8035788	4.93e-45	189
SUPER_16/2595000-2615000	SUPER_1	77.931	290	55	7	5779	6066	4385047	4384765	4.97e-40	172
SUPER_16/2595000-2615000	SUPER_2	79.949	389	59	10	15405	15787	2778393	2778768	6.16e-69	268
SUPER_16/2595000-2615000	SUPER_2	77.093	454	73	24	15354	15792	10718671	10719108	2.25e-58	233
SUPER_16/2595000-2615000	SUPER_2	77.647	340	58	11	16606	16930	8983309	8983645	1.37e-45	191
SUPER_16/2595000-2615000	SUPER_2	78.846	312	38	17	5767	6076	10967943	10967658	6.38e-44	185
SUPER_16/2595000-2615000	SUPER_2	81.013	237	36	3	16633	16861	4841824	4842059	2.97e-42	180
SUPER_16/2595000-2615000	SUPER_2	81.633	196	21	9	5925	6119	1293872	1294053	8.37e-33	148
SUPER_16/2595000-2615000	SUPER_2	77.542	236	49	3	16754	16989	4842083	4842314	5.04e-30	139
SUPER_16/2595000-2615000	SUPER_2	82.550	149	14	8	16680	16820	10967664	10967808	1.82e-24	121
SUPER_16/2595000-2615000	SUPER_2	89.796	98	4	5	16709	16804	11844552	11844459	1.82e-24	121
SUPER_16/2595000-2615000	SUPER_2	77.056	231	25	21	16608	16829	2970349	2970560	1.42e-20	108
SUPER_16/2595000-2615000	SUPER_2	85.577	104	12	3	15563	15665	2278691	2278792	5.11e-20	106
SUPER_16/2595000-2615000	SUPER_14	77.970	463	75	16	16524	16968	9144707	9144254	7.97e-68	265
SUPER_16/2595000-2615000	SUPER_14	77.259	321	52	13	2745	3064	10231337	10231037	6.43e-39	169
SUPER_16/2595000-2615000	SUPER_8	77.729	458	74	13	16544	16990	9509316	9508876	4.79e-65	255
SUPER_16/2595000-2615000	SUPER_8	77.301	489	72	27	5799	6281	729830	730285	6.20e-64	252
SUPER_16/2595000-2615000	SUPER_8	78.005	391	65	17	5854	6240	8372195	8372568	3.76e-56	226
SUPER_16/2595000-2615000	SUPER_8	76.049	405	64	22	15401	15793	3180746	3180363	2.97e-42	180
SUPER_16/2595000-2615000	SUPER_8	76.603	312	51	18	16663	16963	911301	911001	6.47e-34	152
SUPER_16/2595000-2615000	SUPER_8	80.374	214	23	9	5909	6122	4901038	4901232	1.08e-31	145
SUPER_16/2595000-2615000	SUPER_17	80.769	312	51	6	15491	15794	2465360	2465670	6.25e-59	235
SUPER_16/2595000-2615000	SUPER_17	80.685	321	44	11	15457	15768	10112999	10112688	2.25e-58	233
SUPER_16/2595000-2615000	SUPER_17	84.583	240	21	10	16608	16836	9113050	9113284	1.35e-55	224
SUPER_16/2595000-2615000	SUPER_17	85.000	220	22	5	16620	16829	10054344	10054562	2.93e-52	213
SUPER_16/2595000-2615000	SUPER_17	78.370	319	50	11	15478	15792	10650265	10650568	4.93e-45	189
SUPER_16/2595000-2615000	SUPER_17	76.984	378	54	21	5801	6176	9043884	9043538	6.38e-44	185
SUPER_16/2595000-2615000	SUPER_17	79.371	286	35	12	5798	6074	8576052	8576322	2.97e-42	180
SUPER_16/2595000-2615000	SUPER_17	75.829	211	40	8	15562	15768	9656944	9656741	3.08e-17	97.1
SUPER_16/2595000-2615000	SUPER_17	91.045	67	6	0	1304	1370	4024263	4024197	1.43e-15	91.6
SUPER_16/2595000-2615000	HAP2_SCAFFOLD_146	85.430	151	16	3	15532	15681	89177	89322	6.47e-34	152
